status,message,corp_code,corp_name,corp_name_eng,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
000,정상,00389439,(주)한국종합미디어,"HAN KOOK MASS MEDIA CO.,LTD",한국종합미디어,,이순임,E,1101110855134,1018142151,서울특별시 종로구 종로6가 242-1 한덕빌딩 808호,,,3702-0703,3702-0798,58122,19920720,12
000,정상,00454016,(주)아이펜텍,IPENTEC INC.,아이펜텍,,강명필,E,1101111870545,1208199413,서울특별시 강남구 역삼동 651-3 한솔빌딩 3층,www.ipentec.co.kr,,02-508-7666,02-508-7668,58221,20000203,12
000,정상,00452072,대홍염공주식회사,,대홍염공,,박영모,E,1701110095150,5038129674,대구광역시 서구 이현동 42-273,,,053)565-2781,053)565-2786,13402,19960301,12
000,정상,00437602,주식회사 지오항공여행사,geoclub.co.kr,지오항공여행사,,이덕일,E,1101112234328,1018170055,서울특별시 용산구 한남동 737-28 안성타워3층,www.geoclub.co.kr,,02-720-2500,02-737-0548,52941,20010509,12
000,정상,00365518,헤이아니타코리아(주),"HeyAnita Korea, Inc.",헤이아니타코리아,,이중삼,E,1101111725493,2038164636,서울특별시 강남구 청담동 92-8,www.heyanita.co.kr,,02-2140-4600,02-2140-4699,61299,19990701,12
000,정상,00246967,태산산업개발주식회사,"TAESAN INDUSTRIAL DEVELOPMENT.CO.,LTD",태산산업개발,,이원규,E,1836110013099,126-85-13823,경기도 광주시 퇴촌면 광동리 243,,,031-768-8123,031-767-4010,34011,19971201,12
000,정상,00445559,(주)군포종합시장,,군포종합시장,,"박태안, 김우경",E,1351110050272,1238153584,경기도 군포시 산본동 1142-12 군포상가 7층 701,,,031-417-9700,031-418-2700,68129,20000117,12
000,정상,00444657,(주)기우,KIU CORPORATION,기우,,김규환,E,1243110030827,1308137923,경기도 시흥시 정왕동 1272-7 시화공단3라222호,,,031-433-3322,031-433-3230,30,19910102,12
000,정상,00448936,주식회사 라시도,해당없음,라시도,,이정흠,E,1101110910649,1208193549,서울특별시 서초구 양재동 14-4 모산빌딜 2층,해당없음,,02-3442-2000,02-3487-1266,68122,19921229,12
000,정상,00405658,주식회사 예전미디어,yejeon media ,예전미디어,,방극균,E,1101111302051,1058180706,서울특별시 마포구 서교동 347-18 윤우빌딩 지하,www.yjmusic.co.kr,,02-3142-2242,02-324-5913,59201,19960726,12
000,정상,00410818,(주)세미가,"SEMIGA CO.,Ltd.",세미가,,김 대규,E,1101112267494,1208622904,서울특별시 강남구 대치동 889 - 5 샹제리제센터 1411호,,,02)6205-6206,02)6203-6200,41112,20020622,12
000,정상,00416061,(주) 대닉스,daenyx,대닉스,,최정한,E,1101111416076,1068167711,서울특별시 용산구 한강로2가,imcplaza.com,,02-704-6644,02-704-6676,263,19970602,12
000,정상,00448909,주식회사 인포핸드,"INFOHAND CO., LTD",인포핸드,,진서용,E,1101111946990,2208186751,서울특별시 강남구 역삼동 824-11 한라클래식오피스텔 307호,www.infohand.co.kr,,02-3452-7251,02-3452-7276,2629,20000420,12
000,정상,00445407,주식회사 지현개발,ZHYUN CO.LTD,지현개발,,이 제 형,E,1101110774095,2148658314,서울특별시 서초구 서초동 1338-22 성지빌딩 504호,www.zhyun.co.kr,,02-523-6361,02-523-6362,68121,20000506,12
000,정상,00421647,한국부동산신탁제일차유동화전문 유한회사,Hankook Real Estate Trust first ABS Specialty LLC.,한국부동산신탁제일차유동화전문유한회사,,이정직,E,1101140038180,2208641216,서울특별시 강남구 역삼동 824-11 한라클래식 606,,,02-552-9196,02-553-2494,64999,20020516,12
000,정상,00421425,ISC Cayman Ltd.,ISC Cayman Ltd.,ISCCaymanLtd.,,Alan Corkish,E,,13586,"P.O Box 1984 GT, Elizabeth Square, Grand Cayman, Cayman Islands",,,02-3703-1114,,64209,20020529,12
000,정상,00423265,(주) 연산,"YEONSAN CO., LTD",연산,,송 영구,E,1244110019324,1368112444,경기도 김포시 양촌면 대포리 187-3,http://www.yeonsan.net,,031-981-6000,031-988-6024,22232,19941108,01
000,정상,00423292,씨케이알유동화전문유한회사,CKR ABS Specialty L.L.C,씨케이알유동화전문유한회사,,제이슨 에이치 리,E,1101140038982,1078621090,서울특별시 영등포구 여의도동 씨씨엠엠빌딩 10층,,,02-3781-9078,02-709-7977,64999,20020726,12
000,정상,00420602,(주)디에스피,"DSP CO., LTD",디에스피,,권희정,E,1748110025943,5158119373,경상북도 경산시 진량읍 신상리 1209-6,DSPLANT CO. KR,,053-850-9117,053-856-4909,29229,20010331,12
000,정상,00307505,LOMBARD KOREA I LIMITED,LOMBARD KOREA I LIMITED,LOMBARDKOREAILIMITED,,ONG CHEE WEI,E,,8444,"UNIT3(I), MAIN OFFICE TOWER, JALAN MERDEKA, MALAYSIA",,,65 533 6583,65 539 0819,99009,19981123,12
000,정상,00218229,(주)승진씨앤씨,Seungjin c&c co.,승진씨앤씨,,이상순,E,1650110000174,1108134543,서울특별시 중구 서소문동 75,,,02  -752 -6610,02-753-3244,68119,19721208,02
000,정상,00241397,우신투자자문주식회사,"Wooshin Investment Management Co., Ltd.",우신투자자문,,김만기,E,1101110649751,214-86-07227,서울특별시 강남구 역삼동 719-6 태왕빌딩 9층,,,02-553-1100,02-553-7655,66192,19890921,03
000,정상,00421896,외환카드제오차유동화전문유한회사,KEBCS Securitization 2002-5 Limited,외환카드제오차유동화전문유한회사,,박영국,E,1101140038784,107-86-20029,서울특별시 영등포구 여의도동 36-3,,,02-368-6347,02-368-6714,66110,20020705,11
000,정상,00365712,(주)태연,,태연,,김호섭,E,1311110011161,1298133169,경기도 성남시 분당구 서현동 265-6 태성빌딩 지층1,,,031-701-6133,,4111,20000310,12
000,정상,00388616,글로벌금강제일차유동화전문 유한회사,,글로벌금강제일차유동화전문유한회사,,김 영희,E,1101140035889,2118703836,서울특별시 강남구 대치3동 942-10 해성2빌딩 18층,,,02-555-2703,02-555-2704,64999,20011113,12
000,정상,00230407,글로벌렌탈 주식회사,"Global Rental Co., Ltd.",글로벌렌탈,,정태영,E,1101111159030,202-81-51384,서울특별시 강남구 삼성동 141-28 동신빌딩 4층,해당없음,,557-5656,562-0958,76390,19950518,03
000,정상,00423566,뤼미에르에셋주식회사,Lumiere Asset co.Ltd,뤼미에르에셋,,김진환,E,1101112300749,1078603689,서울특별시 영등포구 여의도동 대영빌딩 821호,,,02- 780- 8296,02- 780- 8294,71531,20010802,12
000,정상,00423274,바사라엔터테인먼트(주),BASARA Entertainment Inc.,바사라엔터테인먼트,,기노시타 야스히로,E,,16017,일본국 동경도 미나토구 미나미아오야마 5쵸메 4-46,,,81-3-6415-6070,81-3-3496-8430,64992,20000114,12
000,정상,00419688,대백유동화전문유한회사,"Debec Asset Securitization Specialty Co., Ltd ",대백유동화전문유한회사,,전경묵,E,1101140038388,104-81-72649,서울특별시 중구 을지로1가 101-1,,,02-2002-1309,02-2002-1358,64999,20020603,12
000,정상,00419712,아이키키(주),ikiki,아이키키,,김완철,E,1101112281428,2158610803,서울특별시 강남구 청담2동 40-19 서원빌딩 아이키키(주),www.icok.co.kr,,02)514-6264,02)514-6278,85110,20000701,01
000,정상,00414665,진명씨앤씨(주),"JIN MYUNG C&C CO.,LTD",진명씨앤씨,,조병갑,E,1101111716012,1198131015,서울특별시 금천구 독산1동 1003-2,WWW.JMCNC.CO.KR,,02-809-2007,02-807-3007,2642,19990617,12
000,정상,00421869,주식회사 한경핫벤처,Hankyung Hotventure,한경핫벤처,,정인철,E,1101111983968,1058612576,서울특별시 마포구 도화동 544,www.hotventure.co.kr,,704-3838,704-3832,71531,20000530,12
000,정상,00421957,우리부동산제일차유동화전문유한회사,"Woori Real Property 1st Securitization Specialty Co., Ltd.",우리부동산제일차유동화전문유한회사,,한은경,E,1101140038792,104-81-73589,서울특별시 중구 회현동1가 203,,,02-726-0311,02-726-0280,66199,20020710,12
000,정상,00255442,영진상운(주),,영진상운,,신현경,E,1101110104143,,서울특별시 강서구 공항동 14-207,,,02-662-1941,,,,12
000,정상,00427517,한국토지신탁제오차 유동화전문유한회사,"KOREIT 5th Asset Securitization Specialty Co.,Ltd.",한국토지신탁제오차유동화전문유한회사,,김명덕,E,1101140037645,107-86-25344,서울특별시 영등포구 여의도동 36-3,-,,02)3787-2434,02)3787-2156,64999,20020320,01
000,정상,00376152,(주) 다드림커뮤니케이션,Dadream Communication Inc.,다드림커뮤니케이션,,표철민,E,1101112028838,1078187438,서울특별시 영등포구 여의도동 14-5 아크로폴리스빌딩 1113호,http://www.dadream.com,,02-3775-3520,0505-450-3500,58221,20000719,12
000,정상,00382241,ARISAIG ASIAN SMALL COMPANIES FUND(L) BHD,ARISAIG ASIAN SMALL COMPANIES FUND(L) BHD,ARISAIGASIANSMALLCOMPANIESFUND(L)BHD,,LINDSAY COOPER,E,,5592,"Level 10, Wisma, Oceanic, Jalan OKK Awang Besar LABUAN East Malaysia",,,655323378,655326618,99009,19970108,12
000,정상,00431501,싱가포르 개발은행 서울지점,THE DEVELOPMENT BANK OF SINGAPORE LTD SEOUL BRANCH,싱가포르개발은행서울지점,,LOW JEE FUN,E,1101810004974,1048403731,서울특별시 중구 태평로1가 광화문 빌딩 20층,na,,02-399-2661/2,02-732-7953,64122,19811001,12
000,정상,00434270,삼성인덱스프리미엄30혼합형뮤추얼펀드,Samsung Index Premium 30 Balanced Mutual Fund,삼성인덱스프리미엄30혼합형뮤추얼펀드,,배재규,E,1101112431461,1078611613,서울특별시 영등포구 여의도동 유화증권빌딩 23-7,www.abrain.co.kr,,02-3770-4467,02-3770-4444,71531,20020124,01
000,정상,00434289,KTB혼합형펀드,,KTB혼합형펀드,,박형렬,E,1101112164963,1078195898,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,02-3770-4467,02-3770-4444,71531,20010206,02
000,정상,00434298,KTB플러스찬스혼합형펀드,,KTB플러스찬스혼합형펀드,,김영준,E,1101112269606,1078602069,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,02-3770-4467,02-3770-4444,71531,20010625,06
000,정상,00434313,KTB포트폴리오스타혼합형펀드,,KTB포트폴리오스타혼합형펀드,,정승욱,E,1101112446535,1078612742,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,02-3770-4467,02-3770-4444,71531,20020214,02
000,정상,00434322,KTB에버스타혼합형펀드,,KTB에버스타혼합형펀드,,선형렬,E,1101112201541,1078198158,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,02-3770-4467,02-3770-4444,71531,20010326,03
000,정상,00429463,(주)나노이앤씨,"nano enc co, ltd.",나노이앤씨,,김우협,E,1101111723489,1148189583,서울특별시 강남구 논현동 126-4 성덕빌딩 406호,,,542-7947,542-7304,20422,19990628,12
000,정상,00429515,(주)지산엔터프라이즈,G-san M&A Consulting,지산엔터프라이즈,,김호림,E,1101110946339,1128135214,서울특별시 강남구 역삼동668-2 용마빌딩2층,,,02-3452-1223,02-3288-4015,73903,19930601,12
000,정상,00432175,(주)유아이에스코리아,uiskorea,유아이에스코리아,,고영준,E,1313110033921,1258134754,경기도 평택시 용이동 평택대학교 본관 404호,,,665-0416,,58221,20001101,03
000,정상,00387033,트리플에스유동화전문유한회사,"Triple S Specialty Co., Ltd.",트리플에스유동화전문유한회사,,김선희,E,1101140035756,101-81-75671,서울특별시 종로구 신문로1가 226 흥국생명빌딩 2층,,,02) 368-6358,02) 368-6714,66110,20011102,12
000,정상,00384045,크레디피아제이십일차유동화전문유한회사,Credipia 21st Asset Securitization Specialty L.L.C.,크레디피아제이십일차유동화전문유한회사,,유종규,E,1101140035508,1078606333,서울특별시 영등포구 여의도동 36-3,,,02-769-7085,,64999,20011004,09
000,정상,00431608,싱가포르개발은행,"The Development Bank of Singapore, Singapore",싱가포르개발은행,,S. Dhanabalan,E,,12199,서울특별시 중구 태평로1가 광화문빌딩 20층,www.dbs.com,,822-399-2666,822-732-7953,64122,19680716,12
000,정상,00431705,엘지팩토링제일차유동화전문유한회사,"LG Factoring First ABS Specialty Co., Ltd.",엘지팩토링제일차유동화전문유한회사,,박선행,E,1101140041323,104-81-78018,서울특별시 중구 회현동1가 203,,,2002-4499,,64999,20030103,01
000,정상,00430256,(주)이피에스뱅크,"EPS BANK Co., Ltd.",이피에스뱅크,,김혜경,E,1101111638688,1058197395,서울특별시 마포구 도화동 22 창강빌딩 1021,,,02-3288-5200,3275-2973,46453,19990122,12
000,정상,00431167,(주)이라이프네트워크,ELIFE NETWORK,이라이프네트워크,,김상진,E,1101112172578,1148606326,서울특별시 서초구 방배동 1000-1,,,02-580-2907,02-3486-0722,58221,20010215,12
000,정상,00432315,(주)덕성,duk-sung,덕성,,이종웅,E,1358110087007,1248602195,경기도 수원시 권선구 고등동 220-13 2층,www.duk-sung.co.kr,,031-242-9645,031-243-1230,1030,20021101,03
000,정상,00413134,주식회사 타오건설,"TAO CONSTRUCTION CO.,LTD",타오건설,,한정우,E,1159110050775,1288157232,경기도 고양시 덕양구 주교동 603-13,없음,,031)969-8307,031)969-8309,41210,20010322,12
000,정상,00435376,(주)장원코리아,"Jang - Won Korea Co., Ltd",장원코리아,,이충재,E,1101111222035,2118639230,서울특별시 서초구 양재동1-26 성문빌딩 302,,,02-575-1702,02-3487-7969,68121,19951213,12
000,정상,00110909,대신통상 주식회사,DAESHIN LTD.,대신통상,,이선호,E,1101110171530,119-81-08173,서울특별시 금천구 가산동 680번지,www.daeshinltd.co.kr,,02)3282-2800,02)3282-2998,14300,19620119,12
000,정상,00245995,삼광제지공업주식회사,SAM KWANG PAPER MFG.CO.LTD,삼광제지공업,,최영좌,E,1701110033415,504-81-07353,대구광역시 북구 태전동 688-3,,,(053)311-1345,(053)311-1347,17123,19880215,12
000,정상,00220695,(주)서울교육,,서울교육,,심상기,E,1101110601537,,서울특별시 용산구 한강로2가 302,,,02  -799 -9114,,,,12
000,정상,00211794,주식회사 보성패션,"BOSUNG FASHION CO., LTD.",보성패션,,임 동 신,E,1801110089648,604-81-11666,부산광역시 부산진구 범천1동 839-12,,,051-643-2411,051-632-2591,46313,19890701,12
000,정상,00454496,(주)넥스탑,nextop,넥스탑,,송만상,E,1101110299209,1288170481,경기도 고양시 덕양구 내유동 306-3,http://www.nextop21.com,,02-3452-6711~3,02-3452-5040,68121,20020507,12
000,정상,00455592,(주)마니빌,,마니빌,,윤영성,E,1101110917364,2138171003,경기도 성남시 분당구 구미동 187-1 한솔체리빌 506호,,,031-717-2266,,4112,20010702,12
000,정상,00370796,주식회사제이엘코프,JL Corp.,제이엘코프,,이종용,E,1101111565005,1088116824,경기도 김포시 통진면 가현리 437-2,,,031-981-2620,031-981-2682,2221,19980713,12
000,정상,00199401,주식회사컴마을,"COMMAEUL CO., LTD.",컴마을,,한기주,E,1101110430316,106-81-53084,서울특별시 강남구 역삼동 719-1 나래빌딩 11층,www.computown.co.kr,,(02) 3450-9200,(02) 3450-9759,46510,19860701,12
000,정상,00369596,(주)삼신크리에이션,"SAMSHIN CREATION CO.,LTD.",삼신크리에이션,,천석우,E,1101110621759,2168104895,서울특별시 강남구 청담2동 31-28,www.samshincr.com,,02-3446-0313,02-3446-4924,1419,19890403,12
000,정상,00210078,주식회사 호한통상,"HO HAN AUSKDR CO.,LTD",호한통상,,김수근,E,1101110521355,201-81-42276,서울특별시 중구 명동1가 1-3 YWCA B/D 601호,,,02-779-5386,02-779-5389,13999,19870225,12
000,정상,00363398,(주)케이엠티,KMT Company.,케이엠티,,윤경완,E,1313110025233,1258125798,경기도 평택시 장당동 624-1,www.kmtkorea.co.kr,,031-667-4554,031-666-0334,2629,19980615,12
000,정상,00110042,(주)대백가구,,대백가구,,송남길,E,1701110022426,5028119173,대구광역시 수성구 범어동 559-5,,,053-242-3421,053-756-1434        ,,,12
000,정상,00364324,청빛산업개발(주),CHONG BIT Industry Construction,청빛산업개발,,이영조,E,1101111690274,229-81-37956,서울특별시 서초구 서초동 1358-9,없음,,3486-7800,3486-7454,41112,19990501,12
000,정상,00248017,주식회사 삼양전자,SAMYANG ELECTRONICS CO.LTD.,삼양전자,,송양형,E,1347110003262,125-81-05244,경기도 평택시 모곡동 437-9,WWW.SAM-YANG.CO.KR,,031-665-4141,031-665-0262,26,19880602,12
000,정상,00452179,(주)숭민코리아유통,SOONGMIN KOREA,숭민코리아유통,,이윤석,E,1101112247363,1208623688,서울특별시 강남구 대치동 983-8,www.soongminkorea.co.kr,,02-2188-8114,02-567-3453,46443,20010715,12
000,정상,00413754,유오티앤씨 주식회사,UOT&C,유오티앤씨,,유병재,E,1101110385917,1098123065,서울특별시 강서구 공항동 25-18,,,02)664-9100,02)664-1553,41210,19841204,12
000,정상,00343163,(주)한라스페코중공업,Halla-Speco Heavy Industries Ltd.,한라스페코중공업,,김종섭,E,1545110016398,3038124574,충청북도 음성군 소이면 169,halla-speco.com,,043-871-4641,043-873-3831,291,19991125,12
000,정상,00452513,(주)알본,"AL-BORN CO.,LTD.",알본,,남길현,E,1201110206335,1318152039,인천광역시 남동구 고잔동 719-3(남동공단 142블럭 3롯트),,,(032)819-6061,9032)819-0787,24321,19991115,12
000,정상,00435978,상일디지털(주),"Sangildigital Co., Ltd",상일디지털,,김기옥,E,1243110028377,1308130065,경기도 부천시 소사구 계수동 61-1,www.sangildigital.co.kr,,032-611-3331,032-652-3134,26,19900621,01
000,정상,00368153,서전어패럴(주),"SEOJEON APPAREL CO., LTD.",서전어패럴,,신상복,E,1101110925177,106-81-49071,서울특별시 용산구 한강로1가 208-1 삼한B/D 3F,,,02)3781-2810-2813,02)795-0475,14199,19930415,12
000,정상,00455149,웰비스트랜스(주),"WELLVISTRANS Co.,Ltd",웰비스트랜스,,강대연,E,1345110062428,1358155912,경기도 용인시 백암면 석천리 431-2,,,02)3498-9474,02)589-6040,49309,20020701,12
000,정상,00249946,(주)한국키엔스,KEYENCE KOREA CORPORATION,한국키엔스,,함상우,E,1101110961402,220-81-05156,서울특별시 강남구 역삼동 832-2 우덕BD 6층,www.keyence.com,,02-563-1270,02-563-1271,46522,19930730,12
000,정상,00110839,대신생명보험주식회사,DAISHIN LIFE INSURANCE,대신생명보험,,박병명,E,1101110634041,2138147556,서울특별시 동작구 신대방동 395-68,없음,,3284-7215,3284-7477,65110,19890620,03
000,정상,00293798,(주)대성메디테크,"DAESUNG TECHNOLOGY CO.,LTD.",대성메디테크,,이봉순,E,1101111250846,1148175944,서울특별시 서초구 서초동 1305-2 유화빌딩 12층,www.dsmed.co.kr,,592-2744,592-3270,58221,19960315,12
000,정상,00113119,대한알루미늄공업주식회사,Aluminium of Korea Limited,대한알루미늄공업,,"이수일, 앤드류 데 슐터스",E,1812110000063,610-81-02707,울산광역시 남구 여천동 1번지,,,(052)279-0663,(052)279-0801,24222,19730719,12
000,정상,00424389,(주)남성엠케이,"NAMSUNG MK CO.,LTD.",남성엠케이,,서영삼,E,1101111682502,1078167844,서울특별시 영등포구 당산동2가 72 양일빌딩,,,02-2635-8371,02-2635-8374,46621,19990416,12
000,정상,00424486,씨엠액텍(주),"CM-Actec Co.,Ltd",씨엠액텍,,유지영,E,1355110118981,1348172524,서울특별시 서초구 양재동 340-2,www.cmbio.com,,02-2057-1201,02-2057-1204,3832,20010814,12
000,정상,00224734,한국부동산신탁 주식회사,"Hankook Real Estate Trust Co., Ltd.",한국부동산신탁,,전홍규,E,1101110770035,120-81-06928,서울특별시 강남구 삼성동 171-2,http://www.hret.co.kr,,02-569-9201,02-564-7395,64209,19910416,12
000,정상,00197713,주은산업주식회사,"Joo Eun Industrial Co., Ltd.",주은산업,,이주섭,E,1101110928949,229-81-08811,서울특별시 서초구 양재동 트윈타워 A동 2층,,,3461-3250,3461-5356,41112,19930321,12
000,정상,00421948,신엘지프라이머리제이차유동화전문유한회사,"New LG Primary Second Securitization Specialty Co., Ltd.",신엘지프라이머리제이차유동화전문유한회사,,전진근,E,1101140038809,107-86-20204,서울특별시 영등포구 여의도동 36-3,,,02-768-7911,784-9869,64999,20020710,03
000,정상,00422381,데코제일차유동화전문유한회사,"DECO First Asset Securitization Specialty Co., Ltd.",데코제일차유동화전문유한회사,,박미경,E,1101140038867,104-81-73672,서울특별시 중구 회현동1가 203번지,,,02-2002-3873,02-2002-5671,64999,20020716,12
000,정상,00350446,뉴스테이트삼차모기지유동화전문유한회사, New State Third Mortgage Asset Securitization Specialty Co. Ltd.,뉴스테이트삼차모기지유동화전문유한회사,,윤경원,E,1101140033354,107-81-96581,서울특별시 영등포구 여의도동 36-3,,,02-768-7445,02-784-9869,64999,20010223,03
000,정상,00396642,주식회사 엘지수퍼센터,LG SuperCenter Corp.,엘지수퍼센터,,허승조,E,1101112413948,2148702286,서울특별시 서초구 서초3동 1719-4 동일빌딩 5층,www.lgicorp.com/lg_mart/new/index.htm,,02-3480-7136,02-3480-7294,471,20020101,12
